timestamp|docker_stats|container_state|backend_proc|workflow_proc|workflow_health|task_queue|run_queue|mysql|redis|disk
2026-07-31T19:48:04+08:00|ai-resume-backend,1.41%,978MiB / 14.96GiB,1.72GB / 312MB,3.17MB / 13.2MB,122,ai-resume-workflow,0.10%,88.86MiB / 14.96GiB,25.7kB / 9.1kB,0B / 0B,8,resumai-mysql,0.53%,611.2MiB / 14.96GiB,474MB / 4.45GB,2.75GB / 11.6GB,45,resumai-redis,2.75%,43.75MiB / 14.96GiB,266MB / 142MB,97.8MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018164 kB,VmRSS:	 1018144 kB,Threads:	122,open_fds:185,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   62368 kB,VmRSS:	   62368 kB,Threads:	5,open_fds:15,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":0}|{"queued":0,"running":2,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":0,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42628,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:26,blocked_clients:1,used_memory_human:30.96M,mem_fragmentation_ratio:1.23,instantaneous_ops_per_sec:3,evicted_keys:0|/dev/vda3        102818612 74597540  23814184      76% /,/dev/vdb          40973536 14017964  24842036      37% /data
2026-07-31T19:48:09+08:00|ai-resume-backend,1.39%,978.1MiB / 14.96GiB,1.72GB / 312MB,3.17MB / 13.2MB,122,ai-resume-workflow,0.11%,88.89MiB / 14.96GiB,25.7kB / 9.1kB,0B / 0B,8,resumai-mysql,0.53%,610.7MiB / 14.96GiB,474MB / 4.45GB,2.75GB / 11.6GB,45,resumai-redis,0.18%,44.1MiB / 14.96GiB,266MB / 142MB,97.8MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018164 kB,VmRSS:	 1018144 kB,Threads:	122,open_fds:185,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   62372 kB,VmRSS:	   62372 kB,Threads:	5,open_fds:15,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":0}|{"queued":0,"running":2,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":0,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42628,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:26,blocked_clients:1,used_memory_human:30.94M,mem_fragmentation_ratio:1.23,instantaneous_ops_per_sec:2,evicted_keys:0|/dev/vda3        102818612 74597604  23814120      76% /,/dev/vdb          40973536 14017964  24842036      37% /data
2026-07-31T19:48:14+08:00|ai-resume-backend,1.40%,977.6MiB / 14.96GiB,1.72GB / 312MB,3.17MB / 13.2MB,122,ai-resume-workflow,0.11%,88.89MiB / 14.96GiB,25.7kB / 9.1kB,0B / 0B,8,resumai-mysql,0.53%,610.9MiB / 14.96GiB,474MB / 4.45GB,2.75GB / 11.6GB,45,resumai-redis,0.18%,44.24MiB / 14.96GiB,266MB / 142MB,97.8MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018164 kB,VmRSS:	 1018144 kB,Threads:	122,open_fds:185,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   62372 kB,VmRSS:	   62372 kB,Threads:	5,open_fds:15,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":0}|{"queued":0,"running":2,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":0,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42628,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:26,blocked_clients:1,used_memory_human:30.98M,mem_fragmentation_ratio:1.23,instantaneous_ops_per_sec:3,evicted_keys:0|/dev/vda3        102818612 74597612  23814112      76% /,/dev/vdb          40973536 14017964  24842036      37% /data
2026-07-31T19:48:19+08:00|ai-resume-backend,1.38%,977.8MiB / 14.96GiB,1.72GB / 312MB,3.17MB / 13.2MB,122,ai-resume-workflow,3.32%,89.61MiB / 14.96GiB,25.8kB / 9.1kB,0B / 0B,8,resumai-mysql,0.53%,610.7MiB / 14.96GiB,474MB / 4.45GB,2.75GB / 11.6GB,45,resumai-redis,0.19%,43.68MiB / 14.96GiB,266MB / 142MB,97.8MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018164 kB,VmRSS:	 1018144 kB,Threads:	122,open_fds:185,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   62384 kB,VmRSS:	   62384 kB,Threads:	5,open_fds:15,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":0}|{"queued":0,"running":2,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":0,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42628,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:26,blocked_clients:1,used_memory_human:30.94M,mem_fragmentation_ratio:1.23,instantaneous_ops_per_sec:3,evicted_keys:0|/dev/vda3        102818612 74597692  23814032      76% /,/dev/vdb          40973536 14017964  24842036      37% /data
2026-07-31T19:48:24+08:00|ai-resume-backend,6.44%,978.6MiB / 14.96GiB,1.73GB / 313MB,3.17MB / 13.2MB,125,ai-resume-workflow,8.19%,102.8MiB / 14.96GiB,132kB / 210kB,0B / 0B,8,resumai-mysql,2.54%,611.4MiB / 14.96GiB,474MB / 4.46GB,2.75GB / 11.6GB,45,resumai-redis,3.91%,43.83MiB / 14.96GiB,266MB / 142MB,97.8MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018348 kB,VmRSS:	 1018348 kB,Threads:	125,open_fds:188,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   75456 kB,VmRSS:	   75456 kB,Threads:	5,open_fds:22,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":1}|{"queued":0,"running":3,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":1,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42746,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:27,blocked_clients:0,used_memory_human:31.27M,mem_fragmentation_ratio:1.22,instantaneous_ops_per_sec:32,evicted_keys:0|/dev/vda3        102818612 74598120  23813604      76% /,/dev/vdb          40973536 14017976  24842024      37% /data
2026-07-31T19:48:29+08:00|ai-resume-backend,1.38%,978.4MiB / 14.96GiB,1.73GB / 313MB,3.17MB / 13.2MB,125,ai-resume-workflow,0.11%,102.1MiB / 14.96GiB,143kB / 286kB,0B / 0B,8,resumai-mysql,1.33%,611.2MiB / 14.96GiB,474MB / 4.46GB,2.75GB / 11.6GB,45,resumai-redis,0.19%,44.24MiB / 14.96GiB,266MB / 142MB,97.8MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018348 kB,VmRSS:	 1018348 kB,Threads:	125,open_fds:186,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   75728 kB,VmRSS:	   75728 kB,Threads:	5,open_fds:19,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":1}|{"queued":0,"running":3,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":1,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42746,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:27,blocked_clients:0,used_memory_human:30.97M,mem_fragmentation_ratio:1.23,instantaneous_ops_per_sec:2,evicted_keys:0|/dev/vda3        102818612 74598184  23813540      76% /,/dev/vdb          40973536 14017976  24842024      37% /data
2026-07-31T19:48:34+08:00|ai-resume-backend,1.43%,978.4MiB / 14.96GiB,1.73GB / 313MB,3.17MB / 13.2MB,125,ai-resume-workflow,3.09%,102.2MiB / 14.96GiB,173kB / 304kB,0B / 0B,8,resumai-mysql,0.64%,611.1MiB / 14.96GiB,474MB / 4.46GB,2.75GB / 11.6GB,45,resumai-redis,0.18%,44.24MiB / 14.96GiB,266MB / 142MB,97.9MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018348 kB,VmRSS:	 1018348 kB,Threads:	125,open_fds:185,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   75864 kB,VmRSS:	   75864 kB,Threads:	5,open_fds:19,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":1}|{"queued":0,"running":3,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":1,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42746,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:27,blocked_clients:0,used_memory_human:31.07M,mem_fragmentation_ratio:1.23,instantaneous_ops_per_sec:2,evicted_keys:0|/dev/vda3        102818612 74598228  23813496      76% /,/dev/vdb          40973536 14017968  24842032      37% /data
2026-07-31T19:48:39+08:00|ai-resume-backend,1.86%,978.1MiB / 14.96GiB,1.73GB / 313MB,3.17MB / 13.2MB,125,ai-resume-workflow,1.20%,102.6MiB / 14.96GiB,200kB / 365kB,0B / 0B,8,resumai-mysql,1.21%,610.9MiB / 14.96GiB,474MB / 4.46GB,2.75GB / 11.6GB,45,resumai-redis,0.18%,43.79MiB / 14.96GiB,266MB / 142MB,97.9MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018348 kB,VmRSS:	 1018348 kB,Threads:	125,open_fds:186,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   76112 kB,VmRSS:	   76112 kB,Threads:	5,open_fds:18,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":1}|{"queued":0,"running":3,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":1,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42746,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:27,blocked_clients:1,used_memory_human:31.01M,mem_fragmentation_ratio:1.23,instantaneous_ops_per_sec:5,evicted_keys:0|/dev/vda3        102818612 74598332  23813392      76% /,/dev/vdb          40973536 14017968  24842032      37% /data
2026-07-31T19:48:44+08:00|ai-resume-backend,4.57%,978.7MiB / 14.96GiB,1.73GB / 313MB,3.17MB / 13.2MB,125,ai-resume-workflow,0.10%,102.4MiB / 14.96GiB,200kB / 365kB,0B / 0B,8,resumai-mysql,0.52%,610.7MiB / 14.96GiB,474MB / 4.46GB,2.75GB / 11.6GB,45,resumai-redis,2.70%,43.7MiB / 14.96GiB,266MB / 142MB,97.9MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018348 kB,VmRSS:	 1018348 kB,Threads:	125,open_fds:186,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   76112 kB,VmRSS:	   76112 kB,Threads:	5,open_fds:18,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":1}|{"queued":0,"running":3,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":1,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42746,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:27,blocked_clients:1,used_memory_human:30.97M,mem_fragmentation_ratio:1.23,instantaneous_ops_per_sec:2,evicted_keys:0|/dev/vda3        102818612 74598348  23813376      76% /,/dev/vdb          40973536 14017968  24842032      37% /data
2026-07-31T19:48:49+08:00|ai-resume-backend,41.87%,978.1MiB / 14.96GiB,1.73GB / 314MB,3.17MB / 13.3MB,125,ai-resume-workflow,23.68%,103.1MiB / 14.96GiB,233kB / 407kB,0B / 0B,8,resumai-mysql,9.91%,611MiB / 14.96GiB,474MB / 4.46GB,2.75GB / 11.6GB,45,resumai-redis,0.84%,43.79MiB / 14.96GiB,266MB / 142MB,97.9MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018348 kB,VmRSS:	 1018348 kB,Threads:	125,open_fds:188,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   77404 kB,VmRSS:	   77404 kB,Threads:	5,open_fds:21,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":2}|{"queued":0,"running":4,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":2,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42820,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:27,blocked_clients:1,used_memory_human:31.28M,mem_fragmentation_ratio:1.22,instantaneous_ops_per_sec:62,evicted_keys:0|/dev/vda3        102818612 74598732  23812992      76% /,/dev/vdb          40973536 14017976  24842024      37% /data
2026-07-31T19:48:54+08:00|ai-resume-backend,1.42%,978.3MiB / 14.96GiB,1.73GB / 314MB,3.17MB / 13.3MB,124,ai-resume-workflow,0.11%,103.8MiB / 14.96GiB,321kB / 651kB,0B / 0B,8,resumai-mysql,1.60%,610.7MiB / 14.96GiB,475MB / 4.46GB,2.75GB / 11.6GB,45,resumai-redis,2.74%,44.17MiB / 14.96GiB,266MB / 142MB,97.9MB / 2.6GB,7|/ai-resume-backend,restarts=0,oom=false,status=running,/ai-resume-workflow,restarts=0,oom=false,status=running,/resumai-mysql,restarts=0,oom=false,status=running,/resumai-redis,restarts=0,oom=false,status=running|VmHWM:	 1018268 kB,VmRSS:	 1018268 kB,Threads:	124,open_fds:186,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|VmHWM:	   77500 kB,VmRSS:	   77500 kB,Threads:	5,open_fds:20,nr_throttled 0,throttled_usec 0,oom 0,oom_kill 0|{"status":"UP","service":"ai-resume-workflow","activeAgentRuns":2}|{"queued":0,"running":4,"retrying":0,"failed":20,"stuck":0,"pendingMessages":0,"oldestWaitSeconds":0,"activeWorkers":0,"workerCapacity":4,"workerUtilization":0.0,"recentFailures":["test_resume.txt: unknown","resume_test.txt: unknown","resume_test.txt: unknown","resume_skill_test.txt: unknown","resume.txt: unknown"]}|{"queued":0,"active":2,"schedulerKicked":true}|Innodb_row_lock_current_waits	0,Innodb_row_lock_time	42835,Max_used_connections	8,Slow_queries	0,Threads_connected	7,Threads_running	2|connected_clients:27,blocked_clients:1,used_memory_human:30.98M,mem_fragmentation_ratio:1.23,instantaneous_ops_per_sec:4,evicted_keys:0|/dev/vda3        102818612 74598828  23812896      76% /,/dev/vdb          40973536 14017976  24842024      37% /data
